expected, output, measured
10,0.0099582,9.9759
10,0.00992746,9.97583
10,0.009954,9.97577
10,0.0093204,9.97569
10,0.0103507,9.97563
10,0.0100914,9.97556
10,0.0100038,9.9755
10,0.00997335,9.97543
10,0.0100002,9.97537
10,0.00996991,9.97531
10,0.00993964,9.97525
10,0.00996665,9.97519
10,0.00993648,9.97513
10,0.00996358,9.97506
10,0.00999072,9.975
10,0.0099607,9.97495
10,0.00993074,9.97489
10,0.00995803,9.97483
10,0.00998538,9.97477
10,0.00995553,9.97471
10,0.00998297,9.97465
10,0.00995321,9.9746
10,0.00992351,9.97454
10,0.00995109,9.97448
10,0.00997869,9.97443
10,0.00994913,9.97437
10,0.00997682,9.97432
10,0.0100046,9.97426
10,0.00997511,9.97421
10,0.00994571,9.97416
10,0.00997356,9.9741
10,0.00994424,9.97405
10,0.00997216,9.974
10,0.00994291,9.97395
10,0.0092437,9.97389
10,0.0103997,9.97384
10,0.0101418,9.97379
10,0.0100555,9.97374
10,0.0100265,9.97369
10,0.00994027,9.97364
10,0.00996852,9.97359
10,0.00999679,9.97354
10,0.00996788,9.97349
10,0.00999622,9.97345
10,0.00996738,9.9734
10,0.00999582,9.97336
10,0.00996704,9.97331
10,0.00993829,9.97327
10,0.0099668,9.97322
10,0.00999535,9.97318
10,0.0099667,9.97313
10,0.00999531,9.97309
10,0.00996672,9.97305
10,0.00999536,9.97301
10,0.00996682,9.97296
10,0.00999554,9.97292
10,0.00996706,9.97288
10,0.00999584,9.97284
10,0.00996744,9.9728
10,0.00999627,9.97276
10,0.00996789,9.97272
10,0.00999677,9.97268
10,0.00996844,9.97265
10,0.00999737,9.97261
10,0.00996908,9.97257
10,0.00921632,9.97253
10,0.0104278,9.97249
10,0.0101708,9.97245
10,0.0100283,9.97242
10,0.0100001,9.97238
10,0.0100292,9.97235
10,0.0100011,9.97231
10,0.00997303,9.97228
10,0.0100022,9.97225
10,0.00997414,9.97222
10,0.0100033,9.97219
10,0.00997532,9.97215
10,0.0100045,9.97212
10,0.00997654,9.97209
10,0.0100058,9.97206
10,0.00997786,9.97203
10,0.0100071,9.972
10,0.00997923,9.97198
10,0.0100085,9.97195
10,0.00998066,9.97192
10,0.01001,9.97189
10,0.00998214,9.97187
10,0.00995428,9.97184
10,0.00998367,9.97182
10,0.0100131,9.97179
10,0.00998525,9.97177
10,0.0100147,9.97174
10,0.00998686,9.97172
10,0.0100163,9.9717
10,0.00998852,9.97167
10,0.010018,9.97165
10,0.00916715,9.97162
10,0.0104777,9.9716
10,0.0101639,9.97158
10,0.010079,9.97156
10,0.0100513,9.97154
10,0.0100236,9.97152
10,0.00999586,9.9715
10,0.0100254,9.97148
10,0.00999767,9.97146
10,0.00996996,9.97145
10,0.00999949,9.97143
10,0.010029,9.97141
10,0.0100013,9.9714
10,0.00997361,9.97138
10,0.0100031,9.97137
10,0.0100327,9.97135
10,0.010005,9.97134
10,0.00997728,9.97132
10,0.0100068,9.97131
10,0.0100363,9.9713
10,0.0100086,9.97129
10,0.00998094,9.97128
10,0.0100104,9.97126
10,0.0100399,9.97125
10,0.0100122,9.97124
10,0.00998452,9.97124
10,0.010014,9.97123
10,0.0099863,9.97122
10,0.0100158,9.97121
10,0.0100453,9.9712
10,0.0100175,9.9712
10,0.00913911,9.97118
10,0.0105345,9.97117
10,0.0102207,9.97116
10,0.0100785,9.97116
10,0.0100508,9.97115
10,0.010023,9.97115
10,0.00999521,9.97115
10,0.0100246,9.97114
10,0.010054,9.97114
10,0.0100262,9.97114
10,0.00999835,9.97114
10,0.0100277,9.97113
10,0.00999986,9.97113
10,0.0100292,9.97113
10,0.0100013,9.97113
10,0.0100306,9.97113
10,0.0100027,9.97114
10,0.010032,9.97114
10,0.010004,9.97114
10,0.0100333,9.97114
10,0.0100053,9.97114
10,0.0100345,9.97115
10,0.0100064,9.97115
10,0.0100356,9.97116
10,0.0100076,9.97116
10,0.0100367,9.97117
10,0.0100086,9.97117
10,0.0100377,9.97118
10,0.0100095,9.97119
10,0.0100386,9.97119
10,0.0100104,9.9712
10,0.00917504,9.9712
10,0.0105837,9.97121
10,0.0102122,9.97121
10,0.0101267,9.97122
10,0.0100413,9.97123
10,0.0100129,9.97124
10,0.0100418,9.97126
10,0.0100707,9.97127
10,0.0100423,9.97128
10,0.0100139,9.97129
10,0.0100426,9.9713
10,0.0100142,9.97132
10,0.0100429,9.97133
10,0.0100144,9.97135
10,0.010043,9.97136
10,0.0100144,9.97138
10,0.010043,9.97139
10,0.0100144,9.97141
10,0.0100429,9.97143
10,0.0100142,9.97144
10,0.0100427,9.97146
10,0.0100711,9.97148
10,0.0100423,9.9715
10,0.0100135,9.97152
10,0.0100418,9.97154
10,0.0100129,9.97156
10,0.0100412,9.97158
10,0.0100695,9.9716
10,0.0100404,9.97162
10,0.0100114,9.97164
10,0.0100395,9.97166
10,0.00920345,9.97168
10,0.0105537,9.9717
10,0.0102385,9.97172
10,0.0100949,9.97175
10,0.0100657,9.97177
10,0.0100936,9.97179
10,0.0100643,9.97182
10,0.0100349,9.97185
10,0.0100627,9.97187
10,0.0100333,9.9719
10,0.0100038,9.97193
10,0.0100314,9.97196
10,0.0100591,9.97198
10,0.0100295,9.97201
10,0.010057,9.97204
10,0.0100845,9.97207
10,0.0100548,9.9721
10,0.010025,9.97213
10,0.0100523,9.97216
10,0.0100224,9.97219
10,0.0100497,9.97223
10,0.010077,9.97226
10,0.010047,9.97229
10,0.0100169,9.97233
10,0.010044,9.97236
10,0.010071,9.97239
10,0.0100408,9.97243
10,0.0100678,9.97246
10,0.0100375,9.9725
10,0.0100643,9.97253
10,0.0100339,9.97257
10,0.00921037,9.9726
10,0.0105454,9.97263
10,0.0102861,9.97267
10,0.0101411,9.97271
10,0.0100532,9.97274
10,0.0100797,9.97278
10,0.010049,9.97282
10,0.0100754,9.97286
10,0.0100445,9.9729
10,0.0100708,9.97294
10,0.0100398,9.97299
10,0.010066,9.97303
10,0.0100349,9.97307
10,0.010061,9.97311
10,0.010087,9.97315
10,0.0100558,9.9732
10,0.0100817,9.97324
10,0.0100503,9.97328
10,0.0100761,9.97333
10,0.0100446,9.97337
10,0.0100703,9.97342
10,0.0100387,9.97347
10,0.0100643,9.97351
10,0.0100326,9.97356
10,0.010058,9.97361
10,0.0100834,9.97365
10,0.0100515,9.9737
10,0.0100768,9.97375
10,0.0100447,9.9738
10,0.0100699,9.97385
10,0.0100949,9.9739
10,0.00923963,9.97394
10,0.0105457,9.97399
10,0.0102846,9.97404
10,0.0101378,9.97409
10,0.0101054,9.97414
10,0.0100729,9.97419
10,0.0100403,9.97424
10,0.0100649,9.97429
10,0.0100894,9.97435
10,0.0100566,9.9744
10,0.010081,9.97446
10,0.0100481,9.97451
10,0.0100723,9.97456
10,0.0100965,9.97462
10,0.0100634,9.97468
10,0.0100302,9.97473
10,0.0100542,9.97479
10,0.0100781,9.97484
10,0.0101019,9.9749
10,0.0100684,9.97496
10,0.0100921,9.97502
10,0.0100585,9.97508
10,0.0100821,9.97513
10,0.0100483,9.97519
10,0.0100717,9.97525
10,0.0100951,9.97531
10,0.0100611,9.97537
10,0.0100843,9.97543
10,0.0100502,9.9755
10,0.0100732,9.97556
10,0.0100962,9.97562
10,0.00927858,9.97567
10,0.0105427,9.97573
10,0.0102795,9.97579
10,0.0101305,9.97586
10,0.0100959,9.97592
10,0.0101185,9.97598
10,0.0100837,9.97605
10,0.0100489,9.97611
10,0.0100712,9.97618
10,0.0100934,9.97624
10,0.0100583,9.97631
10,0.0100804,9.97638
10,0.0101024,9.97644
10,0.0100671,9.97651
10,0.0100889,9.97658
10,0.0100534,9.97664
10,0.0100751,9.97671
10,0.0100967,9.97678
10,0.010061,9.97685
10,0.0100824,9.97692
10,0.0101038,9.97699
10,0.0100678,9.97706
10,0.010089,9.97713
10,0.0101101,9.9772
10,0.0100739,9.97727
10,0.0100949,9.97734
10,0.0100585,9.97741
10,0.0100793,9.97748
10,0.0101,9.97756
10,0.0100634,9.97763
10,0.0100839,9.9777
10,0.00937274,9.97777
10,0.0105255,9.97784
10,0.0102598,9.97791
10,0.0101656,9.97798
10,0.0100713,9.97806
10,0.0100913,9.97813
10,0.0101113,9.97821
10,0.0100739,9.97828
10,0.0100937,9.97836
10,0.0100562,9.97844
10,0.0100758,9.97851
10,0.0100953,9.97859
10,0.0101147,9.97867
10,0.0100768,9.97874
10,0.0100961,9.97882
10,0.0101152,9.9789
10,0.0100771,9.97898
10,0.0100961,9.97906
10,0.0100577,9.97913
10,0.0100765,9.97921
10,0.0100953,9.97929
10,0.0101139,9.97937
10,0.0100752,9.97945
10,0.0100937,9.97953
10,0.010112,9.97961
10,0.0100731,9.9797
10,0.0100912,9.97978
10,0.0101093,9.97986
10,0.0100701,9.97994
10,0.0100879,9.98002
10,0.0101058,9.98011
10,0.00939708,9.98018
10,0.0104846,9.98026
10,0.0102734,9.98034
10,0.0101764,9.98043
10,0.0100793,9.98051
10,0.0100966,9.9806
10,0.0101137,9.98068
10,0.0100736,9.98077
10,0.0100906,9.98085
10,0.0101074,9.98094
10,0.0101242,9.98102
10,0.0100837,9.98111
10,0.0101003,9.98119
10,0.0100595,9.98128
10,0.0101332,9.98137
10,0.0100923,9.98145
10,0.0101085,9.98154
10,0.0100673,9.98163
10,0.0100833,9.98172
10,0.0100993,9.9818
10,0.0101151,9.98189
10,0.0100736,9.98198
10,0.0100892,9.98207
10,0.0101047,9.98216
10,0.0101202,9.98225
10,0.0100783,9.98234
10,0.0100935,9.98243
10,0.0101086,9.98252
10,0.0100664,9.98261
10,0.0101386,9.9827
10,0.0100962,9.98279
10,0.00951393,9.98287
10,0.0104119,9.98296
10,0.0102548,9.98305
10,0.0101549,9.98315
10,0.010112,9.98324
10,0.0101262,9.98333
10,0.0100832,9.98342
10,0.0100972,9.98351
10,0.0101111,9.98361
10,0.010125,9.9837
10,0.0100815,9.98379
10,0.0100951,9.98389
10,0.0101087,9.98398
10,0.0100649,9.98408
10,0.0101354,9.98417
10,0.0100915,9.98426
10,0.0101046,9.98436
10,0.0101176,9.98445
10,0.0100733,9.98455
10,0.0100861,9.98464
10,0.0100988,9.98474
10,0.0101114,9.98484
10,0.0101239,9.98493
10,0.0100791,9.98503
10,0.0100914,9.98512
10,0.0101036,9.98522
10,0.0101157,9.98532
10,0.0101277,9.98541
10,0.0100823,9.98551
10,0.0100941,9.98561
10,0.0101058,9.98571
10,0.00960092,9.9858
10,0.0104151,9.9859
10,0.0101977,9.98599
10,0.0101517,9.98609
10,0.0101057,9.98619
10,0.0101167,9.98629
10,0.0101277,9.98639
10,0.0100813,9.98649
10,0.010092,9.98658
10,0.0101027,9.98668
10,0.0101132,9.98678
10,0.0101236,9.98688
10,0.0100767,9.98698
10,0.0100869,9.98708
10,0.010097,9.98718
10,0.010107,9.98728
10,0.0101169,9.98738
10,0.0101266,9.98748
10,0.0100791,9.98759
10,0.0101458,9.98769
10,0.0100981,9.98779
10,0.0101074,9.98789
10,0.0101167,9.98799
10,0.0100686,9.98809
10,0.0101348,9.98819
10,0.0100865,9.9883
10,0.0100953,9.9884
10,0.010104,9.9885
10,0.0101126,9.9886
10,0.0101211,9.9887
10,0.0100723,9.98881
10,0.00970883,9.9889
10,0.010375,9.98901
10,0.0102114,9.98911
10,0.0101049,9.98921
10,0.0101128,9.98932
10,0.0101205,9.98942
10,0.0101281,9.98952
10,0.0100784,9.98963
10,0.0100858,9.98973
10,0.0101503,9.98983
10,0.0101003,9.98994
10,0.0101074,9.99004
10,0.0101144,9.99014
10,0.0101212,9.99025
10,0.0100707,9.99035
10,0.0100774,9.99046
10,0.0101411,9.99056
10,0.0100903,9.99067
10,0.0100966,9.99077
10,0.0101029,9.99088
10,0.0101089,9.99098
10,0.0101149,9.99109
10,0.0101208,9.99119
10,0.0101265,9.9913
10,0.010075,9.9914
10,0.0100805,9.99151
10,0.0101432,9.99162
10,0.0100913,9.99172
10,0.0100965,9.99183
10,0.0101016,9.99193
10,0.0101066,9.99204
10,0.0097756,9.99214
10,0.0102881,9.99225
10,0.0101783,9.99235
10,0.0101829,9.99246
10,0.0101301,9.99256
10,0.0100773,9.99267
10,0.0101387,9.99278
10,0.0100856,9.99288
10,0.0100896,9.99299
10,0.0100935,9.9931
10,0.0100973,9.9932
10,0.010101,9.99331
10,0.0101045,9.99342
10,0.010108,9.99352
10,0.0101113,9.99363
10,0.0101146,9.99374
10,0.0101177,9.99384
10,0.0101207,9.99395
10,0.0101236,9.99406
10,0.0100692,9.99417
10,0.0101291,9.99427
10,0.0100744,9.99438
10,0.0101341,9.99449
10,0.0100793,9.9946
10,0.0101387,9.9947
10,0.0100836,9.99481
10,0.0100857,9.99492
10,0.0101448,9.99503
10,0.0100894,9.99513
10,0.0100911,9.99524
10,0.0100926,9.99535
10,0.00991244,9.99545
10,0.0102672,9.99556
10,0.0101541,9.99567
10,0.0100981,9.99578
10,0.0100991,9.99588
10,0.0101,9.99599
10,0.0101009,9.9961
10,0.0101015,9.99621
10,0.0101021,9.99631
10,0.0101026,9.99642
10,0.010103,9.99653
10,0.0101033,9.99664
10,0.0101034,9.99675
10,0.0101035,9.99685
10,0.0101606,9.99696
10,0.0101032,9.99707
10,0.010103,9.99718
10,0.0101026,9.99728
10,0.0101021,9.99739
10,0.0101015,9.9975
10,0.0101008,9.99761
10,0.0100999,9.99771
10,0.010099,9.99782
10,0.010098,9.99793
10,0.0100968,9.99804
10,0.0100956,9.99815
10,0.0100942,9.99825
10,0.0101499,9.99836
10,0.0100911,9.99847
10,0.0100894,9.99858
10,0.0100876,9.99868
10,0.0100034,9.99879
10,0.0101982,9.99889
10,0.0101389,9.999
10,0.0100795,9.99911
10,0.0101343,9.99922
10,0.0100747,9.99932
10,0.0101293,9.99943
10,0.0100695,9.99954
10,0.0101239,9.99965
10,0.010121,9.99975
10,0.010118,9.99986
10,0.0100577,9.99997
10,0.0101117,10.0001
10,0.0101084,10.0002
10,0.010105,10.0003
10,0.0101015,10.0004
10,0.0100979,10.0005
10,0.0100942,10.0006
10,0.0100903,10.0007
10,0.0100864,10.0008
10,0.0101395,10.0009
10,0.0100782,10.001
10,0.0101311,10.0011
10,0.0100695,10.0012
10,0.0101223,10.0014
10,0.0101177,10.0015
10,0.0100558,10.0016
10,0.0101082,10.0017
10,0.0101033,10.0018
10,0.0100983,10.0019
10,0.0100932,10.002
10,0.0100484,10.0021
10,0.0101399,10.0022
10,0.0101345,10.0023
10,0.0100718,10.0024
10,0.0101234,10.0025
10,0.0100604,10.0026
10,0.0101118,10.0027
10,0.0101059,10.0028
10,0.0100998,10.0029
10,0.0100937,10.003
10,0.0100874,10.0031
10,0.0100811,10.0032
10,0.0101318,10.0034
10,0.0100681,10.0035
10,0.0101186,10.0036
10,0.0101118,10.0037
10,0.010105,10.0038
10,0.010098,10.0039
10,0.0100909,10.004
10,0.0100837,10.0041
10,0.0100765,10.0042
10,0.0101263,10.0043
10,0.0100616,10.0044
10,0.0101113,10.0045
10,0.0101036,10.0046
10,0.0100958,10.0047
10,0.0100879,10.0048
10,0.0100799,10.0049
10,0.0100719,10.005
10,0.0101209,10.0051
10,0.0101126,10.0052
10,0.0101639,10.0053
10,0.0100385,10.0054
10,0.0100872,10.0055
10,0.0100785,10.0056
10,0.0100697,10.0057
10,0.0101181,10.0058
10,0.0101091,10.0059
10,0.0101,10.006
10,0.0100908,10.0061
10,0.0100816,10.0062
10,0.0100722,10.0063
10,0.0100627,10.0064
10,0.0101104,10.0065
10,0.0101007,10.0066
10,0.010091,10.0067
10,0.0100811,10.0068
10,0.0100712,10.0069
10,0.0101184,10.007
10,0.0101082,10.0071
10,0.010098,10.0072
10,0.0100876,10.0073
10,0.0100772,10.0074
10,0.0100667,10.0075
10,0.0101133,10.0076
10,0.0101026,10.0077
10,0.0100917,10.0078
10,0.0100808,10.0079
10,0.0100698,10.008
10,0.0100587,10.0081
10,0.0101048,10.0082
10,0.0100935,10.0083
10,0.0102385,10.0084
10,0.0100134,10.0085
10,0.0100591,10.0086
10,0.0100474,10.0087
10,0.0100929,10.0088
10,0.0100811,10.0089
10,0.0100691,10.009
10,0.0100571,10.0091
10,0.0101022,10.0092
10,0.01009,10.0093
10,0.0100777,10.0094
10,0.0100653,10.0095
10,0.0101101,10.0096
10,0.0100975,10.0096
10,0.0100849,10.0097
10,0.0100721,10.0098
10,0.0100593,10.0099
10,0.0101036,10.01
10,0.0100906,10.0101
10,0.0100775,10.0102
10,0.0100643,10.0103
10,0.0101083,10.0104
10,0.0100949,10.0105
10,0.0100815,10.0106
10,0.0100679,10.0107
10,0.0100543,10.0108
10,0.0100978,10.0109
10,0.010084,10.0109
10,0.0100701,10.011
10,0.0100562,10.0111
10,0.0100993,10.0112
10,0.0103344,10.0113
10,0.00989928,10.0114
10,0.0100566,10.0115
10,0.0100422,10.0116
10,0.0100849,10.0117
10,0.0100704,10.0118
10,0.0100557,10.0119
10,0.0100982,10.0119
10,0.0100834,10.012
10,0.0100685,10.0121
10,0.0100535,10.0122
10,0.0100957,10.0123
10,0.0100806,10.0124
10,0.0100653,10.0125
10,0.01005,10.0126
10,0.0100919,10.0126
10,0.0100764,10.0127
10,0.0100609,10.0128
10,0.0101025,10.0129
10,0.0100868,10.013
10,0.010071,10.0131
10,0.0100551,10.0132
10,0.0100392,10.0132
10,0.0100804,10.0133
10,0.0100643,10.0134
10,0.0101053,10.0135
10,0.0100891,10.0136
10,0.0100727,10.0137
10,0.0100563,10.0137
10,0.0100398,10.0138
10,0.0100805,10.0139
10,0.0104006,10.014
10,0.00987541,10.0141
10,0.00997305,10.0142
10,0.0100706,10.0142
10,0.0100537,10.0143
10,0.0100366,10.0144
10,0.0100768,10.0145
10,0.0100596,10.0146
10,0.0100424,10.0147
10,0.0100823,10.0147
10,0.0100649,10.0148
10,0.0100474,10.0149
10,0.0100871,10.015
10,0.0100695,10.0151
10,0.0100518,10.0151
10,0.0100913,10.0152
10,0.0100735,10.0153
10,0.0100556,10.0154
10,0.0100377,10.0154
10,0.0100769,10.0155
10,0.0100588,10.0156
10,0.0100406,10.0157
10,0.0100796,10.0157
10,0.0100613,10.0158
10,0.0100429,10.0159
10,0.0100817,10.016
10,0.0100632,10.0161
10,0.0100447,10.0161
10,0.0100833,10.0162
10,0.0100645,10.0163
10,0.0100458,10.0163
10,0.0105017,10.0164
10,0.00977906,10.0165
10,0.00998892,10.0166
10,0.0100271,10.0166
10,0.010008,10.0167
10,0.010046,10.0168
10,0.010084,10.0169
10,0.0100647,10.0169
10,0.0100454,10.017
10,0.010026,10.0171
10,0.0100637,10.0171
10,0.0100442,10.0172
10,0.0100818,10.0173
10,0.0100621,10.0174
10,0.0100424,10.0174
10,0.0100798,10.0175
10,0.01006,10.0176
10,0.0100401,10.0176
10,0.0100201,10.0177
10,0.0100573,10.0178
10,0.0100372,10.0178
10,0.0100743,10.0179
10,0.0100541,10.018
10,0.0100339,10.018
10,0.0100708,10.0181
10,0.0100504,10.0182
10,0.01003,10.0182
10,0.0100667,10.0183
10,0.0100462,10.0184
10,0.0100256,10.0184
10,0.0100622,10.0185
10,0.010532,10.0186
10,0.0097917,10.0186
10,0.00994252,10.0187
10,0.00997885,10.0187
10,0.0100151,10.0188
10,0.0100514,10.0189
10,0.0100303,10.0189
10,0.0100665,10.019
10,0.0100454,10.0191
10,0.0100242,10.0191
10,0.0100602,10.0192
10,0.0100389,10.0192
10,0.0100175,10.0193
10,0.0100534,10.0194
10,0.0100319,10.0194
10,0.0100677,10.0195
10,0.0100462,10.0195
10,0.0100246,10.0196
10,0.0100602,10.0196
10,0.0100385,10.0197
10,0.0100168,10.0198
10,0.0100522,10.0198
10,0.0100304,10.0199
10,0.0100658,10.0199
10,0.0100439,10.02
10,0.0100219,10.02
10,0.0100571,10.0201
10,0.0100351,10.0201
10,0.010013,10.0202
10,0.0100481,10.0202
10,0.0100259,10.0203
10,0.0106157,10.0204
10,0.00969524,10.0204
10,0.00990176,10.0205
10,0.00999383,10.0205
10,0.0100286,10.0206
10,0.0100062,10.0206
10,0.010041,10.0207
10,0.0100185,10.0207
10,0.0100531,10.0208
10,0.0100305,10.0208
10,0.0100079,10.0209
10,0.0100425,10.0209
10,0.0100198,10.021
10,0.0100542,10.021
10,0.0100315,10.0211
10,0.0100087,10.0211
10,0.010043,10.0211
10,0.0100201,10.0212
10,0.0100545,10.0212
10,0.0100315,10.0213
10,0.0100085,10.0213
10,0.0100427,10.0214
10,0.0100196,10.0214
10,0.0100538,10.0215
10,0.0100306,10.0215
10,0.0100075,10.0216
10,0.0100415,10.0216
10,0.0100183,10.0216
10,0.00999503,10.0217
10,0.010029,10.0217
10,0.0100629,10.0218
10,0.0106486,10.0218
10,0.00961543,10.0219
10,0.00987805,10.0219
10,0.00996903,10.0219
10,0.0100028,10.022
10,0.0100365,10.022
10,0.0100129,10.022
10,0.00998938,10.0221
10,0.010023,10.0221
10,0.0100566,10.0222
10,0.010033,10.0222
10,0.0100093,10.0222
10,0.00998564,10.0223
10,0.0100192,10.0223
10,0.0100526,10.0223
10,0.0100289,10.0224
10,0.0100051,10.0224
10,0.0100385,10.0224
10,0.0100147,10.0225
10,0.00999081,10.0225
10,0.0100241,10.0225
10,0.0100002,10.0226
10,0.0100335,10.0226
10,0.0100096,10.0226
10,0.00998565,10.0227
10,0.0100189,10.0227
10,0.0100521,10.0227
10,0.0100281,10.0228
10,0.010004,10.0228
10,0.00997997,10.0228
10,0.0100131,10.0229
10,0.0106992,10.0229
10,0.0096214,10.0229
10,0.00982607,10.023
10,0.00997354,10.023
10,0.0100066,10.023
10,0.0099824,10.023
10,0.0100154,10.0231
10,0.00999118,10.0231
10,0.0100242,10.0231
10,0.00999994,10.0231
10,0.00997569,10.0232
10,0.0100086,10.0232
10,0.0100415,10.0232
10,0.0100172,10.0232
10,0.00999295,10.0233
10,0.0100259,10.0233
10,0.0100015,10.0233
10,0.00997719,10.0233
10,0.0100101,10.0233
10,0.00998567,10.0234
10,0.0100185,10.0234
10,0.00999413,10.0234
10,0.010027,10.0234
10,0.0100026,10.0234
10,0.00997815,10.0235
10,0.010011,10.0235
10,0.00998655,10.0235
10,0.0100194,10.0235
10,0.00999491,10.0235
10,0.0100277,10.0236
10,0.0100032,10.0236
10,0.0106647,10.0236
10,0.00961082,10.0236
10,0.00981514,10.0236
10,0.00996231,10.0236
10,0.00993783,10.0237
10,0.0100278,10.0237
10,0.0100033,10.0237
10,0.0099788,10.0237
10,0.0100115,10.0237
10,0.00998705,10.0237
10,0.00996255,10.0237
10,0.00999528,10.0238
10,0.010028,10.0238
10,0.0100035,10.0238
10,0.00997905,10.0238
10,0.0100118,10.0238
10,0.00998731,10.0238
10,0.00996281,10.0238
10,0.00999555,10.0238
10,0.0100283,10.0238
10,0.0100038,10.0238
10,0.00997934,10.0239
10,0.00995489,10.0239
10,0.00998765,10.0239
10,0.0100204,10.0239
10,0.00999595,10.0239
10,0.00997149,10.0239
10,0.0100043,10.0239
10,0.00997985,10.0239
10,0.0100127,10.0239
10,0.00998823,10.0239
10,0.0106712,10.0239
10,0.00953866,10.0239
10,0.00985749,10.0239
10,0.00989029,10.0239
10,0.00998031,10.0239
10,0.00995595,10.0239
10,0.0099888,10.0239
10,0.0100217,10.0239
10,0.00999732,10.0239
10,0.00997297,10.0239
10,0.00994863,10.0239
10,0.00998154,10.0239
10,0.0100145,10.0239
10,0.00999019,10.0239
10,0.00996591,10.0239
10,0.00999888,10.0239
10,0.00997463,10.0239
10,0.00995038,10.0239
10,0.00998339,10.0239
10,0.0100164,10.0239
10,0.00999225,10.0239
10,0.00996807,10.0239
10,0.0099439,10.0239
10,0.00997698,10.0239
10,0.0100101,10.0239
10,0.009986,10.0239
10,0.00996191,10.0239
10,0.00999507,10.0239
10,0.00997102,10.0239
10,0.009947,10.0239
10,0.00998021,10.0239
10,0.0107309,10.0239
10,0.00953147,10.0238
10,0.00979355,10.0238
10,0.00994123,10.0238
10,0.00991731,10.0238
10,0.00995062,10.0238
10,0.00998398,10.0238
10,0.00996015,10.0238
10,0.00999355,10.0238
10,0.00996974,10.0238
10,0.00994594,10.0238
10,0.00997941,10.0237
10,0.0100129,10.0237
10,0.00998921,10.0237
10,0.00996553,10.0237
10,0.00994188,10.0237
10,0.00997547,10.0237
10,0.00995186,10.0237
10,0.00998551,10.0236
10,0.00996198,10.0236
10,0.00999569,10.0236
10,0.00997219,10.0236
10,0.00994871,10.0236
10,0.0099825,10.0236
10,0.00995911,10.0235
10,0.00993574,10.0235
10,0.00996961,10.0235
10,0.0100035,10.0235
10,0.00998024,10.0235
10,0.00995697,10.0234
10,0.00993375,10.0234
10,0.0106837,10.0234
10,0.00954387,10.0234
10,0.00980675,10.0234
10,0.00989807,10.0234
10,0.00993219,10.0233
10,0.00996637,10.0233
10,0.00994337,10.0233
10,0.00997761,10.0233
10,0.00995469,10.0232
10,0.00993179,10.0232
10,0.00996614,10.0232
10,0.0100005,10.0232
10,0.00992054,10.0231
10,0.00995502,10.0231
10,0.00998952,10.0231
10,0.00996683,10.0231
10,0.00994419,10.023
10,0.0099788,10.023
10,0.00995624,10.023
10,0.00993371,10.023
10,0.00996846,10.0229
10,0.00994601,10.0229
10,0.00998081,10.0229
10,0.00995845,10.0228
10,0.00993612,10.0228
10,0.00997104,10.0228
10,0.00994879,10.0228
10,0.00998383,10.0227
10,0.00996167,10.0227
10,0.00993955,10.0227
10,0.00997468,10.0226
10,0.0106557,10.0226
10,0.00952989,10.0226
10,0.00979396,10.0225
10,0.00988645,10.0225
10,0.00992179,10.0225
10,0.00995718,10.0224
10,0.00993539,10.0224
10,0.00997089,10.0224
10,0.00994919,10.0223
10,0.00992753,10.0223
10,0.00996316,10.0223
10,0.00994163,10.0222
10,0.0099201,10.0222
10,0.00995586,10.0222
10,0.00993447,10.0221
10,0.00997033,10.0221
10,0.00994901,10.0221
10,0.00998498,10.022
10,0.00996377,10.022
10,0.00994259,10.0219
10,0.00992148,10.0219
10,0.00995763,10.0219
10,0.00993662,10.0218
10,0.00997288,10.0218
10,0.00995196,10.0217
10,0.0099311,10.0217
10,0.00996751,10.0217
10,0.00994677,10.0216
10,0.00992606,10.0216
10,0.00996262,10.0215
10,0.00994203,10.0215
10,0.0106007,10.0215
10,0.00955745,10.0214
10,0.0097658,10.0214
10,0.00985981,10.0213
10,0.00995389,10.0213
10,0.00993361,10.0212
10,0.00991336,10.0212
10,0.00995042,10.0212
10,0.00993029,10.0211
10,0.00996744,10.0211
10,0.00994743,10.021
10,0.00992748,10.021
10,0.00996479,10.0209
10,0.00994495,10.0209
10,0.00992516,10.0208
10,0.00996267,10.0208
10,0.00994301,10.0207
10,0.00992342,10.0207
10,0.0099611,10.0206
10,0.00994161,10.0206
10,0.00992217,10.0205
10,0.00996002,10.0205
10,0.00994071,10.0204
10,0.00992147,10.0204
10,0.00990228,10.0203
10,0.00994037,10.0203
10,0.00992131,10.0202
10,0.00995953,10.0202
10,0.00994057,10.0201
10,0.0099217,10.0201
10,0.0099601,10.02
10,0.0105863,10.02
10,0.00952189,10.0199
10,0.00978926,10.0199
10,0.00988508,10.0198
10,0.00992379,10.0198
10,0.00990534,10.0197
10,0.00994416,10.0197
10,0.00992584,10.0196
10,0.00996479,10.0196
10,0.00994662,10.0195
10,0.00992849,10.0194
10,0.00991042,10.0194
10,0.00994966,10.0193
10,0.00993173,10.0193
10,0.00991386,10.0192
10,0.00995329,10.0192
10,0.00993557,10.0191
10,0.00991789,10.019
10,0.00995753,10.019
10,0.00994,10.0189
10,0.00992254,10.0189
10,0.00990515,10.0188
10,0.00994505,10.0188
10,0.00992779,10.0187
10,0.00991059,10.0186
10,0.00995069,10.0186
10,0.00993364,10.0185
10,0.00991667,10.0185
