expected, output, measured
10,0.00995698,10.0184
10,0.00994014,10.0183
10,0.00992339,10.0183
10,0.0105077,10.0182
10,0.00954653,10.0182
10,0.009816,10.0181
10,0.0098567,10.018
10,0.00989749,10.018
10,0.00993835,10.0179
10,0.00992208,10.0178
10,0.00990587,10.0178
10,0.00994697,10.0177
10,0.00993092,10.0176
10,0.00991493,10.0176
10,0.00995623,10.0175
10,0.0099404,10.0175
10,0.00992463,10.0174
10,0.00990893,10.0173
10,0.00995054,10.0173
10,0.009935,10.0172
10,0.00991953,10.0171
10,0.00990415,10.0171
10,0.00994605,10.017
10,0.00993081,10.0169
10,0.00991563,10.0169
10,0.00990054,10.0168
10,0.00994275,10.0167
10,0.0099278,10.0167
10,0.00991294,10.0166
10,0.00989816,10.0165
10,0.00994066,10.0165
10,0.00992604,10.0164
10,0.00991149,10.0163
10,0.00995423,10.0162
10,0.0104308,10.0162
10,0.00958198,10.0161
10,0.00979655,10.016
10,0.00989678,10.016
10,0.00988267,10.0159
10,0.00992587,10.0158
10,0.00991193,10.0158
10,0.00995528,10.0157
10,0.00994151,10.0156
10,0.00992781,10.0155
10,0.00991418,10.0155
10,0.00990065,10.0154
10,0.00988719,10.0153
10,0.00993103,10.0153
10,0.00991772,10.0152
10,0.0099045,10.0151
10,0.00994859,10.015
10,0.00993552,10.015
10,0.00992253,10.0149
10,0.00990964,10.0148
10,0.00989683,10.0147
10,0.00994131,10.0147
10,0.00992864,10.0146
10,0.00991608,10.0145
10,0.00990359,10.0144
10,0.0099484,10.0144
10,0.00993606,10.0143
10,0.00992383,10.0142
10,0.00991167,10.0141
10,0.00989958,10.0141
10,0.0098876,10.014
10,0.0104203,10.0139
10,0.00963479,10.0138
10,0.00979463,10.0138
10,0.00989739,10.0137
10,0.00988579,10.0136
10,0.00993151,10.0135
10,0.00992009,10.0135
10,0.00990877,10.0134
10,0.00989753,10.0133
10,0.00994359,10.0132
10,0.00987529,10.0132
10,0.00992151,10.0131
10,0.00991058,10.013
10,0.00989976,10.0129
10,0.00994624,10.0128
10,0.00993558,10.0128
10,0.00992502,10.0127
10,0.00991455,10.0126
10,0.00990415,10.0125
10,0.00989384,10.0124
10,0.00994082,10.0124
10,0.00993069,10.0123
10,0.00992065,10.0122
10,0.00991068,10.0121
10,0.00990079,10.012
10,0.00989101,10.012
10,0.00993854,10.0119
10,0.00992892,10.0118
10,0.00991938,10.0117
10,0.00990993,10.0116
10,0.00990056,10.0116
10,0.0103112,10.0115
10,0.00965308,10.0114
10,0.00981558,10.0113
10,0.00986378,10.0112
10,0.00991205,10.0112
10,0.00990322,10.0111
10,0.00995169,10.011
10,0.0098858,10.0109
10,0.00993444,10.0108
10,0.00992597,10.0107
10,0.00991755,10.0107
10,0.00990924,10.0106
10,0.00990102,10.0105
10,0.00989288,10.0104
10,0.00994207,10.0103
10,0.00993413,10.0102
10,0.00986904,10.0102
10,0.00991849,10.0101
10,0.00991079,10.01
10,0.00990318,10.0099
10,0.00995291,10.0098
10,0.00988827,10.0097
10,0.00993817,10.0096
10,0.00993093,10.0096
10,0.00986655,10.0095
10,0.00991669,10.0094
10,0.00990973,10.0093
10,0.00990286,10.0092
10,0.00995329,10.0091
10,0.00988936,10.0091
10,0.00993996,10.009
10,0.0102229,10.0089
10,0.00969798,10.0088
10,0.00986325,10.0087
10,0.00985697,10.0086
10,0.00990802,10.0085
10,0.00990194,10.0085
10,0.00989597,10.0084
10,0.00994728,10.0083
10,0.00988427,10.0082
10,0.00993578,10.0081
10,0.00993016,10.008
10,0.00992462,10.0079
10,0.00991917,10.0079
10,0.00991381,10.0078
10,0.00990857,10.0077
10,0.00990341,10.0076
10,0.00989831,10.0075
10,0.00989332,10.0074
10,0.00988843,10.0073
10,0.00994083,10.0072
10,0.00993614,10.0072
10,0.00987428,10.0071
10,0.00992699,10.007
10,0.00992255,10.0069
10,0.00991818,10.0068
10,0.00991392,10.0067
10,0.00990975,10.0066
10,0.00990567,10.0065
10,0.00990171,10.0065
10,0.0098978,10.0064
10,0.00989401,10.0063
10,0.0102166,10.0062
10,0.00977211,10.0061
10,0.00982578,10.006
10,0.00987953,10.0059
10,0.0099334,10.0058
10,0.00987292,10.0058
10,0.00992696,10.0057
10,0.0099239,10.0056
10,0.00992091,10.0055
10,0.00991802,10.0054
10,0.00991523,10.0053
10,0.00991253,10.0052
10,0.00990992,10.0051
10,0.00990739,10.005
10,0.00990495,10.005
10,0.00990261,10.0049
10,0.00990035,10.0048
10,0.00989818,10.0047
10,0.00989609,10.0046
10,0.00995135,10.0045
10,0.00989225,10.0044
10,0.00994766,10.0043
10,0.00988874,10.0042
10,0.00988714,10.0042
10,0.00994284,10.0041
10,0.00988419,10.004
10,0.00994007,10.0039
10,0.00993882,10.0038
10,0.00988043,10.0037
10,0.00993658,10.0036
10,0.00987838,10.0035
10,0.0101231,10.0034
10,0.00981943,10.0034
10,0.0098759,10.0033
10,0.00987528,10.0032
10,0.00987476,10.0031
10,0.00993153,10.003
10,0.0099312,10.0029
10,0.00987374,10.0028
10,0.0099308,10.0027
10,0.00993074,10.0026
10,0.00993077,10.0025
10,0.00987366,10.0025
10,0.00993108,10.0024
10,0.00993138,10.0023
10,0.00987454,10.0022
10,0.00993223,10.0021
10,0.00993279,10.002
10,0.00987622,10.0019
10,0.00993418,10.0018
10,0.00993504,10.0017
10,0.00987874,10.0017
10,0.009937,10.0016
10,0.00988087,10.0015
10,0.00993928,10.0014
10,0.00988336,10.0013
10,0.00994195,10.0012
10,0.00988621,10.0011
10,0.009945,10.001
10,0.00988941,10.0009
10,0.00994838,10.0009
10,0.00989297,10.0008
10,0.0100007,10.0007
10,0.00983964,10.0006
10,0.00989893,10.0005
10,0.0099011,10.0004
10,0.00990335,10.0003
10,0.00996294,10.0002
10,0.00990818,10.0001
10,0.0099107,10.0001
10,0.00991333,9.99996
10,0.00991606,9.99988
10,0.00991887,9.99979
10,0.00992175,9.9997
10,0.00992474,9.99961
10,0.00992782,9.99952
10,0.00987374,9.99943
10,0.00993421,9.99934
10,0.00993756,9.99926
10,0.00988374,9.99917
10,0.00994449,9.99908
10,0.00989087,9.99899
10,0.00995176,9.9989
10,0.00989833,9.99882
10,0.00990218,9.99873
10,0.00990614,9.99864
10,0.00991016,9.99855
10,0.00991429,9.99847
10,0.00991849,9.99838
10,0.0099228,9.99829
10,0.00992717,9.9982
10,0.00993166,9.99811
10,0.00993621,9.99803
10,0.00990652,9.99794
10,0.00988831,9.99785
10,0.00995034,9.99777
10,0.00989802,9.99768
10,0.009903,9.99759
10,0.00996532,9.99751
10,0.00991325,9.99742
10,0.0099185,9.99733
10,0.00992383,9.99724
10,0.00992924,9.99716
10,0.00987753,9.99707
10,0.00994034,9.99699
10,0.00994601,9.9969
10,0.00989455,9.99681
10,0.00990037,9.99673
10,0.00990631,9.99664
10,0.00991233,9.99656
10,0.0099184,9.99647
10,0.00992459,9.99638
10,0.00993084,9.9963
10,0.0099372,9.99621
10,0.00994362,9.99613
10,0.00989291,9.99604
10,0.00995672,9.99596
10,0.00990617,9.99587
10,0.00991293,9.99579
10,0.00991978,9.9957
10,0.00992671,9.99562
10,0.00993372,9.99553
10,0.00994082,9.99545
10,0.00989079,9.99536
10,0.00989607,9.99528
10,0.00996257,9.9952
10,0.00991279,9.99511
10,0.00992028,9.99503
10,0.00992786,9.99494
10,0.00993555,9.99486
10,0.00994329,9.99478
10,0.0098939,9.99469
10,0.00990181,9.99461
10,0.00996703,9.99453
10,0.00991785,9.99444
10,0.00992601,9.99436
10,0.00993426,9.99428
10,0.00988533,9.9942
10,0.00995093,9.99411
10,0.00990218,9.99403
10,0.00991072,9.99395
10,0.00991935,9.99387
10,0.00992805,9.99379
10,0.00993684,9.9937
10,0.00994571,9.99362
10,0.00995467,9.99354
10,0.00990645,9.99346
10,0.00991557,9.99338
10,0.00992474,9.9933
10,0.00993399,9.99322
10,0.00994332,9.99314
10,0.00989551,9.99306
10,0.00996222,9.99298
10,0.00991457,9.9929
10,0.00992419,9.99282
10,0.00979481,9.99273
10,0.010001,9.99265
10,0.00995361,9.99257
10,0.00996355,9.99249
10,0.00991635,9.99242
10,0.00992646,9.99234
10,0.00993664,9.99226
10,0.00994687,9.99218
10,0.00995718,9.9921
10,0.00991038,9.99202
10,0.00992085,9.99194
10,0.00993139,9.99187
10,0.00994202,9.99179
10,0.00995269,9.99171
10,0.00990625,9.99163
10,0.00991708,9.99156
10,0.00992799,9.99148
10,0.00993897,9.9914
10,0.00995003,9.99132
10,0.00990395,9.99125
10,0.00997238,9.99117
10,0.00992645,9.99109
10,0.00993779,9.99102
10,0.00994921,9.99094
10,0.00990347,9.99087
10,0.00991504,9.99079
10,0.00992668,9.99072
10,0.00993837,9.99064
10,0.00995016,9.99057
10,0.009962,9.99049
10,0.00991669,9.99042
10,0.00971306,9.99034
10,0.0100552,9.99027
10,0.0100101,9.99019
10,0.00996512,9.99012
10,0.00992015,9.99004
10,0.00993248,9.98997
10,0.00994489,9.9899
10,0.00995737,9.98983
10,0.0099127,9.98975
10,0.00992529,9.98968
10,0.00993796,9.98961
10,0.00995069,9.98954
10,0.00996351,9.98946
10,0.00991917,9.98939
10,0.00993209,9.98932
10,0.00994509,9.98925
10,0.00995816,9.98918
10,0.00991408,9.98911
10,0.00992729,9.98904
10,0.00994054,9.98897
10,0.00995389,9.9889
10,0.00996729,9.98883
10,0.00992353,9.98876
10,0.00993706,9.98869
10,0.00995063,9.98862
10,0.00996428,9.98855
10,0.00992077,9.98848
10,0.00993455,9.98841
10,0.0099484,9.98834
10,0.00996232,9.98828
10,0.00991905,9.98821
10,0.00964552,9.98814
10,0.0101189,9.98807
10,0.0100186,9.988
10,0.00997565,9.98793
10,0.0099327,9.98787
10,0.00994704,9.9878
10,0.00996144,9.98773
10,0.00997591,9.98767
10,0.0099332,9.9876
10,0.00994777,9.98754
10,0.00996241,9.98747
10,0.00991989,9.98741
10,0.00993466,9.98734
10,0.00994946,9.98728
10,0.00996433,9.98721
10,0.00992205,9.98715
10,0.00993704,9.98709
10,0.00995208,9.98702
10,0.00996717,9.98696
10,0.00992511,9.9869
10,0.00994033,9.98683
10,0.00995562,9.98677
10,0.00997094,9.98671
10,0.0099291,9.98665
10,0.00994454,9.98658
10,0.00996005,9.98652
10,0.00997559,9.98646
10,0.00993397,9.9864
10,0.00994963,9.98634
10,0.00996535,9.98628
10,0.0099811,9.98622
10,0.00958584,9.98615
10,0.0101273,9.98609
10,0.0100288,9.98603
10,0.00998763,9.98597
10,0.0100037,9.98591
10,0.00996252,9.98586
10,0.00992145,9.9858
10,0.00993766,9.98574
10,0.00995389,9.98568
10,0.00997019,9.98562
10,0.00998654,9.98557
10,0.0099457,9.98551
10,0.00996213,9.98545
10,0.00992141,9.9854
10,0.00999518,9.98534
10,0.00995454,9.98528
10,0.00997117,9.98523
10,0.00993064,9.98517
10,0.00994738,9.98512
10,0.00996416,9.98506
10,0.00998098,9.98501
10,0.00994064,9.98495
10,0.00995758,9.9849
10,0.00997454,9.98485
10,0.00993434,9.98479
10,0.00995141,9.98474
10,0.00996853,9.98468
10,0.00998567,9.98463
10,0.00994565,9.98458
10,0.00996291,9.98453
10,0.00998021,9.98448
10,0.00952673,9.98442
10,0.0101867,9.98437
10,0.0100897,9.98432
10,0.00999274,9.98427
10,0.00995305,9.98421
10,0.00997061,9.98416
10,0.00998819,9.98411
10,0.0099486,9.98407
10,0.00996629,9.98402
10,0.00998402,9.98397
10,0.00994457,9.98392
10,0.00996237,9.98387
10,0.00998022,9.98382
10,0.00994087,9.98377
10,0.00995881,9.98373
10,0.00997677,9.98368
10,0.00999478,9.98363
10,0.00995559,9.98359
10,0.00997366,9.98354
10,0.00993456,9.98349
10,0.00995273,9.98345
10,0.00997091,9.9834
10,0.00998914,9.98336
10,0.0099502,9.98331
10,0.00996849,9.98327
10,0.00998682,9.98322
10,0.00994798,9.98318
10,0.0099664,9.98314
10,0.00998484,9.98309
10,0.0100033,9.98305
10,0.00996462,9.98301
10,0.00951732,9.98296
10,0.0102307,9.98292
10,0.0100778,9.98287
10,0.0100392,9.98283
10,0.0100007,9.98279
10,0.0099622,9.98275
10,0.00998096,9.98271
10,0.00994252,9.98267
10,0.00996134,9.98263
10,0.0099802,9.98259
10,0.00999907,9.98255
10,0.00996076,9.98251
10,0.00997971,9.98247
10,0.00999867,9.98243
10,0.00996045,9.9824
10,0.00997948,9.98236
10,0.00994134,9.98232
10,0.00996042,9.98228
10,0.00997954,9.98225
10,0.00999866,9.98221
10,0.00996061,9.98217
10,0.00997981,9.98214
10,0.00999904,9.9821
10,0.00996106,9.98207
10,0.00998034,9.98203
10,0.00999966,9.982
10,0.00996175,9.98196
10,0.00998111,9.98193
10,0.0100005,9.9819
10,0.0099627,9.98186
10,0.00998212,9.98183
10,0.00949164,9.98179
10,0.0102501,9.98176
10,0.010098,9.98172
10,0.0100603,9.98169
10,0.00996544,9.98166
10,0.00998501,9.98163
10,0.0100046,9.9816
10,0.009967,9.98157
10,0.00998663,9.98154
10,0.0100063,9.98151
10,0.00996877,9.98148
10,0.00998846,9.98145
10,0.0100082,9.98142
10,0.00997072,9.98139
10,0.00999047,9.98136
10,0.0100103,9.98134
10,0.00997281,9.98131
10,0.00999262,9.98128
10,0.00995524,9.98125
10,0.0099751,9.98123
10,0.00999496,9.9812
10,0.0100148,9.98118
10,0.00997754,9.98115
10,0.00999745,9.98112
10,0.00996016,9.9811
10,0.00998012,9.98108
10,0.0100001,9.98105
10,0.0100201,9.98103
10,0.00998284,9.981
10,0.0100028,9.98098
10,0.00996564,9.98096
10,0.00944039,9.98093
10,0.0103492,9.9809
10,0.0100832,9.98088
10,0.0100461,9.98086
10,0.010009,9.98084
10,0.0100291,9.98082
10,0.00999199,9.9808
10,0.0100121,9.98078
10,0.00997503,9.98076
10,0.00999519,9.98074
10,0.0100153,9.98072
10,0.00997829,9.9807
10,0.00999848,9.98068
10,0.00996144,9.98066
10,0.00998164,9.98064
10,0.0100019,9.98063
10,0.0100221,9.98061
10,0.00998506,9.98059
10,0.0100053,9.98057
10,0.00996828,9.98056
10,0.00998852,9.98054
10,0.0100088,9.98053
10,0.010029,9.98051
10,0.00999207,9.9805
10,0.0100123,9.98048
10,0.00997536,9.98047
10,0.00999564,9.98045
10,0.0100159,9.98044
10,0.00997899,9.98043
10,0.00999928,9.98041
10,0.0100195,9.9804
10,0.00941117,9.98038
10,0.0103464,9.98037
10,0.0101379,9.98036
10,0.0100438,9.98034
10,0.0100641,9.98033
10,0.0100272,9.98032
10,0.00999028,9.98031
10,0.0100106,9.9803
10,0.00997368,9.98029
10,0.00999399,9.98028
10,0.0100143,9.98027
10,0.0100346,9.98026
10,0.0099977,9.98026
10,0.010018,9.98025
10,0.00998106,9.98024
10,0.0100014,9.98023
10,0.0100217,9.98023
10,0.00998475,9.98022
10,0.010005,9.98021
10,0.0100253,9.98021
10,0.00998838,9.9802
10,0.0100087,9.9802
10,0.010029,9.98019
10,0.009992,9.98019
10,0.0100123,9.98018
10,0.0100325,9.98018
10,0.00999556,9.98017
10,0.0100158,9.98017
10,0.00997882,9.98017
10,0.00999906,9.98016
10,0.0100193,9.98016
10,0.00945135,9.98015
10,0.010346,9.98015
10,0.0101374,9.98015
10,0.0101004,9.98015
10,0.0100062,9.98015
10,0.0100264,9.98014
10,0.0100466,9.98014
10,0.0100095,9.98014
10,0.0100296,9.98015
10,0.00999256,9.98015
10,0.0100127,9.98015
10,0.0100328,9.98015
10,0.00999573,9.98015
10,0.0100158,9.98015
10,0.0100359,9.98016
10,0.00999877,9.98016
10,0.0100188,9.98016
10,0.00998165,9.98017
10,0.0100017,9.98017
10,0.0100217,9.98017
10,0.0100417,9.98018
10,0.0100045,9.98018
10,0.0100245,9.98019
10,0.0100444,9.98019
10,0.0100072,9.9802
10,0.0100271,9.98021
10,0.00998979,9.98021
10,0.0100097,9.98022
10,0.0100296,9.98023
10,0.0100494,9.98023
10,0.010012,9.98024
10,0.00943658,9.98024
10,0.0103952,9.98025
10,0.010129,9.98026
10,0.0100916,9.98027
10,0.0100541,9.98028
10,0.0100166,9.98029
10,0.0100364,9.9803
10,0.00999887,9.98031
10,0.0100186,9.98032
10,0.0100382,9.98033
10,0.0100006,9.98034
10,0.0100203,9.98035
10,0.0100399,9.98036
10,0.0100022,9.98038
10,0.0100218,9.98039
10,0.0100413,9.9804
10,0.0100036,9.98042
10,0.0100231,9.98043
10,0.0100425,9.98044
10,0.010062,9.98046
10,0.0100242,9.98047
10,0.0100436,9.98049
10,0.0100057,9.9805
10,0.0100251,9.98052
10,0.0100444,9.98053
10,0.0100065,9.98055
10,0.0100257,9.98057
10,0.0100449,9.98058
10,0.0100069,9.9806
10,0.0100261,9.98062
10,0.0100453,9.98063
10,0.00941431,9.98065
10,0.0103698,9.98066
10,0.0101601,9.98068
10,0.010122,9.9807
10,0.0100266,9.98072
10,0.0100456,9.98074
10,0.0100645,9.98076
10,0.0100262,9.98078
10,0.0100452,9.9808
10,0.0100068,9.98082
10,0.0100257,9.98084
10,0.0100445,9.98086
10,0.0100633,9.98088
10,0.0100248,9.98091
10,0.0100435,9.98093
10,0.010005,9.98095
10,0.0100236,9.98097
10,0.0100423,9.981
10,0.0100609,9.98102
10,0.0100222,9.98104
10,0.0100407,9.98107
10,0.010002,9.98109
10,0.0100205,9.98112
10,0.0100389,9.98114
10,0.0100573,9.98117
10,0.0100184,9.9812
10,0.0100367,9.98122
10,0.010055,9.98125
10,0.010016,9.98127
10,0.0100343,9.9813
10,0.0100524,9.98133
10,0.00948945,9.98135
10,0.010375,9.98138
10,0.0101642,9.9814
10,0.0101251,9.98143
10,0.0100286,9.98146
10,0.0100466,9.98149
10,0.0100645,9.98152
10,0.0100252,9.98155
10,0.010043,9.98158
10,0.0100608,9.98161
10,0.0100214,9.98164
10,0.0100391,9.98167
10,0.0100568,9.9817
10,0.0100172,9.98173
10,0.0100348,9.98176
10,0.0100524,9.98179
10,0.0100699,9.98183
10,0.0100302,9.98186
10,0.0100476,9.98189
10,0.010065,9.98193
10,0.0100252,9.98196
10,0.0100425,9.98199
10,0.0100597,9.98203
10,0.0100197,9.98206
10,0.0100369,9.98209
10,0.0100541,9.98213
10,0.0100712,9.98216
10,0.010031,9.9822
10,0.010048,9.98224
10,0.0100078,9.98227
10,0.0100819,9.98231
10,0.00948126,9.98234
10,0.0104019,9.98237
10,0.0101326,9.98241
10,0.0100922,9.98245
10,0.0100517,9.98248
10,0.0100684,9.98252
10,0.010085,9.98256
10,0.0100443,9.9826
10,0.0100608,9.98264
10,0.0100201,9.98268
10,0.0100365,9.98271
10,0.0100529,9.98275
10,0.0100692,9.98279
10,0.0100282,9.98283
10,0.0100444,9.98287
10,0.0100606,9.98291
10,0.0100768,9.98295
10,0.0100356,9.983
10,0.0100517,9.98304
10,0.0100676,9.98308
10,0.0100263,9.98312
10,0.0100422,9.98316
10,0.0100581,9.9832
10,0.0100738,9.98325
10,0.0100323,9.98329
10,0.010048,9.98333
10,0.0100636,9.98338
10,0.010022,9.98342
10,0.0100947,9.98346
10,0.0100529,9.98351
10,0.0100684,9.98355
10,0.0094956,9.98359
10,0.0103853,9.98363
10,0.0101718,9.98368
10,0.0100726,9.98372
10,0.0100877,9.98377
10,0.0100456,9.98382
10,0.0100607,9.98386
10,0.0100757,9.98391
10,0.0100334,9.98396
10,0.0100483,9.984
10,0.0100631,9.98405
10,0.0100779,9.9841
10,0.0100354,9.98414
10,0.01005,9.98419
10,0.0100646,9.98424
10,0.0100792,9.98429
10,0.0100365,9.98434
10,0.0100509,9.98439
10,0.0100653,9.98443
10,0.0100796,9.98448
10,0.0100367,9.98453
10,0.0100509,9.98458
10,0.010065,9.98463
10,0.0100791,9.98468
10,0.010036,9.98473
10,0.0100499,9.98478
10,0.0100639,9.98483
10,0.0100777,9.98489
10,0.0100343,9.98494
10,0.0100481,9.98499
10,0.0100618,9.98504
10,0.00958183,9.98509
10,0.0103752,9.98514
10,0.0101599,9.98519
10,0.0101162,9.98524
10,0.0100723,9.98529
10,0.0100857,9.98535
10,0.0100417,9.9854
10,0.010055,9.98545
10,0.0100681,9.98551
10,0.0100812,9.98556
10,0.010037,9.98562
10,0.01005,9.98567
10,0.0100629,9.98573
10,0.0100757,9.98578
10,0.0100313,9.98584
10,0.0101013,9.98589
10,0.0100567,9.98595
10,0.0100693,9.986
10,0.0100246,9.98606
10,0.0100943,9.98611
10,0.0100495,9.98617
10,0.0100618,9.98623
10,0.0100741,9.98628
10,0.0100291,9.98634
10,0.0100985,9.9864
10,0.0100533,9.98645
10,0.0100654,9.98651
10,0.0100773,9.98657
10,0.010032,9.98663
10,0.0100438,9.98669
10,0.0100556,9.98674
10,0.00961842,9.9868
10,0.0103652,9.98685
10,0.010148,9.98691
10,0.0101023,9.98697
10,0.0101137,9.98703
10,0.0100679,9.98709
10,0.0100792,9.98715
10,0.0100333,9.98721
10,0.0101017,9.98727
10,0.0100556,9.98733
10,0.0100666,9.98739
10,0.0100776,9.98745
10,0.0100313,9.98751
10,0.0100994,9.98757
10,0.0100529,9.98763
10,0.0100637,9.98769
10,0.0100743,9.98775
10,0.0100849,9.98782
10,0.0100382,9.98788
10,0.0100486,9.98794
10,0.010059,9.988
10,0.0100693,9.98806
10,0.0100796,9.98813
10,0.0100897,9.98819
10,0.0100426,9.98825
10,0.0100526,9.98831
10,0.0100626,9.98838
10,0.0100725,9.98844
10,0.0100823,9.9885
10,0.0100921,9.98857
10,0.0100446,9.98863
10,0.00965639,9.98869
10,0.01035,9.98875
10,0.0101306,9.98882
10,0.0101401,9.98888
10,0.0100922,9.98895
10,0.0100443,9.98901
10,0.0100535,9.98907
10,0.0100626,9.98914
10,0.0100717,9.9892
10,0.0100807,9.98927
10,0.0100896,9.98934
10,0.0100413,9.9894
10,0.01005,9.98947
10,0.010116,9.98953
10,0.0100674,9.9896
10,0.010076,9.98966
10,0.0100845,9.98973
10,0.0100357,9.9898
10,0.010044,9.98986
10,0.0101095,9.98993
10,0.0100605,9.99
10,0.0100687,9.99006
10,0.0100768,9.99013
10,0.0100848,9.9902
10,0.0100355,9.99026
10,0.0101005,9.99033
10,0.0100511,9.9904
10,0.0100588,9.99047
10,0.0100664,9.99053
10,0.010074,9.9906
10,0.0100815,9.99067
10,0.00974776,9.99074
10,0.0102681,9.9908
10,0.0101609,9.99087
10,0.010111,9.99094
10,0.0100609,9.99101
10,0.0100679,9.99108
10,0.0100749,9.99114
10,0.0100818,9.99121
10,0.0100887,9.99128
10,0.0100382,9.99135
10,0.0101021,9.99142
10,0.0100515,9.99149
10,0.010058,9.99156
10,0.0100645,9.99163
10,0.0100709,9.9917
10,0.0100773,9.99177
10,0.0100835,9.99184
10,0.0100897,9.99191
10,0.0100385,9.99198
10,0.0101018,9.99205
10,0.0100505,9.99212
10,0.0100564,9.99219
10,0.0100622,9.99226
10,0.010068,9.99233
10,0.0100736,9.9924
10,0.0100792,9.99247
10,0.0100847,9.99254
10,0.0100901,9.99261
10,0.0100955,9.99269
10,0.0100435,9.99276
10,0.0100487,9.99283
10,0.00983113,9.9929
10,0.0102307,9.99297
10,0.0101213,9.99304
10,0.0101262,9.99311
10,0.0100738,9.99318
10,0.0100786,9.99325
10,0.0100833,9.99332
10,0.0100879,9.9934
10,0.0100352,9.99347
10,0.0100969,9.99354
10,0.0100441,9.99361
10,0.0101056,9.99368
10,0.0100526,9.99376
10,0.0100567,9.99383
10,0.0100608,9.9939
10,0.0100648,9.99397
10,0.0100688,9.99405
10,0.0100726,9.99412
10,0.0100764,9.99419
10,0.0100801,9.99426
10,0.0100837,9.99434
10,0.0100873,9.99441
10,0.0100908,9.99448
10,0.0100369,9.99455
10,0.0100975,9.99463
10,0.0100435,9.9947
10,0.0101039,9.99477
10,0.0100498,9.99485
10,0.0101101,9.99492
10,0.0100558,9.99499
10,0.0100586,9.99507
10,0.00984622,9.99514
10,0.0102359,9.99521
10,0.0101242,9.99528
10,0.0100695,9.99536
10,0.010072,9.99543
10,0.0100745,9.9955
10,0.0100768,9.99558
10,0.0100791,9.99565
10,0.0100813,9.99572
10,0.0100834,9.9958
10,0.0100854,9.99587
10,0.0100874,9.99594
10,0.0100321,9.99602
10,0.0100911,9.99609
10,0.0100928,9.99617
10,0.0100373,9.99624
10,0.0100961,9.99631
10,0.0100404,9.99639
10,0.010099,9.99646
10,0.0100432,9.99654
10,0.0101017,9.99661
10,0.0100457,9.99668
10,0.010104,9.99676
10,0.0100478,9.99683
10,0.0100488,9.99691
10,0.0101069,9.99698
10,0.0100506,9.99705
10,0.0101085,9.99713
10,0.010052,9.9972
10,0.0100526,9.99728
10,0.0101103,9.99735
10,0.00990553,9.99742
10,0.0101685,9.9975
10,0.0101116,9.99757
10,0.0100546,9.99764
10,0.010112,9.99772
10,0.0100548,9.99779
10,0.0100548,9.99787
10,0.010112,9.99794
10,0.0100546,9.99801
10,0.0100544,9.99809
10,0.0100541,9.99816
10,0.010111,9.99824
10,0.0100533,9.99831
10,0.0100528,9.99838
10,0.0101094,9.99846
10,0.0100515,9.99853
10,0.0100507,9.99861
10,0.0101071,9.99868
10,0.010049,9.99875
10,0.0101052,9.99883
10,0.010047,9.9989
10,0.0101031,9.99898
10,0.0100447,9.99905
10,0.0101006,9.99912
10,0.010042,9.9992
10,0.0100979,9.99927
10,0.0100391,9.99935
10,0.0100948,9.99942
10,0.0100359,9.99949
10,0.0100914,9.99957
10,0.0100897,9.99964
10,0.00995109,9.99971
10,0.0101432,9.99979
10,0.010084,9.99986
10,0.0100819,9.99993
10,0.0100797,10
10,0.0100775,10.0001
10,0.0100752,10.0002
10,0.0100728,10.0002
10,0.0100704,10.0003
10,0.0100678,10.0004
10,0.0100652,10.0004
10,0.0100626,10.0005
10,0.0100598,10.0006
10,0.010057,10.0007
10,0.0100541,10.0007
10,0.0101084,10.0008
10,0.0100481,10.0009
10,0.010045,10.001
10,0.010099,10.001
10,0.0100386,10.0011
10,0.0100925,10.0012
10,0.0100891,10.0013
10,0.0100284,10.0013
10,0.0100821,10.0014
10,0.0100784,10.0015
10,0.0100748,10.0015
10,0.010071,10.0016
10,0.0100672,10.0017
10,0.0100632,10.0018
10,0.0100593,10.0018
10,0.0100552,10.0019
10,0.0100403,10.002
10,0.0101042,10.002
10,0.0100427,10.0021
10,0.0100956,10.0022
10,0.0100912,10.0023
10,0.0100295,10.0023
10,0.0100822,10.0024
10,0.0100776,10.0025
10,0.0100729,10.0026
10,0.0100682,10.0026
10,0.0100633,10.0027
10,0.0100584,10.0028
10,0.0100535,10.0028
10,0.0100484,10.0029
10,0.0101005,10.003
10,0.0100382,10.003
10,0.0100901,10.0031
10,0.0100276,10.0032
10,0.0100794,10.0033
10,0.010074,10.0033
10,0.0100685,10.0034
10,0.0100629,10.0035
10,0.0100572,10.0035
10,0.0100515,10.0036
10,0.0101029,10.0037
10,0.0100398,10.0038
10,0.0100911,10.0038
10,0.0100279,10.0039
10,0.0100791,10.004
10,0.0100729,10.004
10,0.0100667,10.0041
10,0.0101176,10.0042
10,0.0099969,10.0042
10,0.0100477,10.0043
10,0.0100985,10.0044
10,0.0100347,10.0044
10,0.0100853,10.0045
10,0.0100787,10.0046
10,0.0100147,10.0047
10,0.0100651,10.0047
10,0.0100582,10.0048
10,0.0100513,10.0049
10,0.0101015,10.0049
10,0.0100372,10.005
10,0.0100873,10.0051
10,0.0100801,10.0051
10,0.0100156,10.0052
10,0.0100655,10.0053
10,0.0100581,10.0053
10,0.0100506,10.0054
10,0.0101003,10.0055
10,0.0100355,10.0055
10,0.0100851,10.0056
10,0.0100201,10.0057
10,0.0100696,10.0057
10,0.0100617,10.0058
10,0.0100538,10.0059
10,0.0100459,10.0059
